,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.269086091933379,0.3803738543281537,0.41330771820587675,0.4131342496027916,0.03588594363094639,0.058993851699752596,0.650087646240667,-0.7807239279165811,0.047508247544728426,-0.11431785829100517,-0.11408182783718528,-0.11528017022107022,-0.619634844072783,-0.7200871416449206,-0.6566330909059308
1,0.7149970126439584,1.3473350130997745,1.1254180131506397,1.1259556617484336,1.7380782200958984,1.9197844417446293,1.413850588121898,1.8025640516463122,1.6827015749727543,1.8459037399977072,1.8463341402403295,1.7853365520590165,0.960140774349219,1.6157117247304245,-0.6566330909059308
2,0.9610177887882928,1.1055947234068693,1.2367768247057878,1.2315588339181587,1.7059613846908992,1.477246851562037,1.8098122212105037,0.8654890002362432,1.694637292691207,1.4999822814761696,1.5003783811678268,1.6931424573215497,0.6639328458950936,-0.0830510871789174,-0.6566330909059308
3,1.699080117221296,1.830815592485585,1.9957750403053498,1.9971818321486634,2.592386041868874,2.4156398138769317,2.3304348020971704,2.3977333410554102,2.6972375810412377,2.344030640268721,2.344510433304733,2.4165115083385977,3.2804362139065346,1.191021021753089,1.5229205074333663
4,1.699080117221296,2.3142961718713955,2.0631764262466237,2.076384211275957,2.592386041868874,2.490284708606526,2.836633802246871,1.7392481697942805,2.762884028492728,2.3486429263823414,2.3491231767590333,2.898757542349963,0.960140774349219,-0.29539643866758514,-0.6566330909059308
5,0.9610177887882928,0.8638544337139641,0.7385926677485463,0.7299437661119658,-0.02192436009805197,0.06432562989472358,-0.11539238858544092,0.21966700534551983,0.17880114244770862,0.2454404585713938,0.24571216159821743,0.21803694152207934,0.5651968697437185,-0.9324324931335883,1.5229205074333663
6,1.699080117221296,2.3142961718713955,2.3767393956255933,2.3667929347427004,2.2583709536568835,2.362322031927222,1.7933281289396859,2.9295867486124765,1.9214159293418092,2.2840709207916547,2.284544768398833,1.8704387933551399,1.2069807147276568,-1.3571231961109238,-0.6566330909059308
7,-0.023065315789044673,-1.3118081735221827,-1.1076192080341722,-1.1181117468582178,-1.0689331943010223,-1.076674903829069,-1.0041596968537079,-1.033987455324708,-1.0625135002713768,-1.0875102282649305,-1.0873706966944925,-1.0868640916851444,-0.9652107606025959,-0.9324324931335883,1.5229205074333663
8,1.4530593410769614,1.830815592485585,1.6997950411719298,1.7067731086819204,0.4662515380579342,0.7307979042660978,0.14182813455711396,1.080762998533151,0.8830084878364205,1.0525905284549812,1.0529422661007235,1.2818149577236204,1.4538206551060946,-1.144777844622256,-0.6566330909059308
9,-1.007148420366382,-1.0700678838292774,-1.063661782420298,-1.0653101607733553,-0.47798342284903905,-0.6074784226716216,-0.5247473466440863,-0.4641445186564226,-0.5313740618002296,-0.7277519114025316,-0.7275767072590898,-0.5478832301430303,-1.0145787486782836,-0.9324324931335883,1.5229205074333663
