,age,games,games_starts,minutes,cards_yellow,cards_red,minutes_90s,goals,shots,shots_free_kicks,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_short,passes_medium,passes_long,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,tackles,tackles_won,dribble_tackles,dribbled_past,blocks,interceptions,clearances,errors,touches,touches_live_ball,dribbles,miscontrols,dispossessed,passes_received,fouls,fouled,ball_recoveries,aerials_won,aerials_lost,n_injuries,n_severe_injuries,currently_injured,position_DF,position_FW,position_GK,position_MF
445,30.827397260273973,14.0,13.0,1183.0,4.0,0.0,13.1,0.0,12.0,0.0,789.0,918.0,13799.0,4543.0,348.0,451.0,88.0,802.0,114.0,19.0,2.0,4.0,25.0,0.0,21.0,14.0,11.0,12.0,16.0,19.0,36.0,0.0,1029.0,1029.0,6.0,13.0,4.0,693.0,16.0,5.0,68.0,15.0,9.0,0,0,0,1,0,0,0
446,22.427397260273974,5.0,2.0,179.0,2.0,0.0,2.0,0.0,2.0,0.0,88.0,106.0,1437.0,389.0,49.0,50.0,6.0,87.0,18.0,3.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,132.0,132.0,2.0,3.0,2.0,73.0,2.0,2.0,12.0,2.0,4.0,1,0,0,1,0,0,1
447,27.715068493150685,7.0,7.0,551.0,2.0,0.0,6.1,1.0,7.0,0.0,410.0,465.0,8090.0,2227.0,159.0,212.0,72.0,454.0,11.0,11.0,0.0,3.0,2.0,0.0,21.0,11.0,12.0,5.0,5.0,6.0,4.0,0.0,525.0,525.0,4.0,13.0,7.0,372.0,9.0,6.0,52.0,20.0,9.0,2,1,0,0,0,0,1
448,29.81095890410959,15.0,12.0,1044.0,2.0,0.0,11.6,1.0,17.0,0.0,542.0,639.0,9642.0,2813.0,274.0,238.0,90.0,618.0,18.0,16.0,2.0,6.0,5.0,1.0,21.0,13.0,13.0,15.0,11.0,7.0,10.0,0.0,742.0,742.0,33.0,10.0,16.0,549.0,16.0,13.0,82.0,4.0,6.0,4,0,0,0,0,0,1
449,28.041095890410958,6.0,5.0,434.0,1.0,0.0,4.8,0.0,3.0,0.0,203.0,231.0,3912.0,1120.0,87.0,97.0,32.0,218.0,11.0,11.0,1.0,3.0,0.0,0.0,9.0,3.0,6.0,8.0,9.0,3.0,8.0,0.0,286.0,286.0,5.0,10.0,3.0,174.0,9.0,9.0,29.0,8.0,13.0,1,1,0,0,0,0,1
450,28.863013698630137,15.0,15.0,1180.0,0.0,0.0,13.1,2.0,21.0,4.0,540.0,739.0,9557.0,3464.0,272.0,309.0,121.0,662.0,73.0,14.0,2.0,5.0,87.0,46.0,9.0,8.0,6.0,16.0,16.0,13.0,13.0,0.0,857.0,856.0,15.0,16.0,9.0,614.0,13.0,6.0,73.0,2.0,13.0,2,1,0,0,1,0,1
451,24.854794520547944,13.0,6.0,566.0,2.0,0.0,6.3,1.0,11.0,2.0,270.0,339.0,4644.0,1277.0,143.0,125.0,45.0,315.0,21.0,7.0,0.0,0.0,24.0,13.0,10.0,4.0,1.0,7.0,3.0,9.0,2.0,1.0,403.0,402.0,19.0,17.0,12.0,292.0,18.0,13.0,54.0,0.0,2.0,3,0,0,0,1,0,1
452,17.47945205479452,11.0,3.0,403.0,3.0,0.0,4.5,2.0,9.0,0.0,127.0,160.0,2020.0,434.0,86.0,50.0,14.0,151.0,8.0,0.0,0.0,0.0,14.0,7.0,16.0,6.0,8.0,4.0,6.0,6.0,0.0,0.0,223.0,223.0,19.0,12.0,12.0,163.0,13.0,10.0,22.0,1.0,4.0,0,0,0,0,1,0,1
453,25.72876712328767,14.0,14.0,1196.0,0.0,0.0,13.3,8.0,42.0,0.0,400.0,532.0,6011.0,1407.0,268.0,160.0,47.0,524.0,7.0,2.0,5.0,5.0,12.0,0.0,23.0,10.0,12.0,11.0,14.0,13.0,6.0,0.0,688.0,688.0,26.0,25.0,11.0,514.0,12.0,22.0,50.0,56.0,37.0,7,0,0,0,1,0,1
454,20.775342465753425,10.0,2.0,263.0,1.0,0.0,2.9,1.0,9.0,0.0,98.0,118.0,1738.0,353.0,58.0,35.0,17.0,112.0,5.0,1.0,0.0,1.0,6.0,0.0,6.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,176.0,176.0,26.0,11.0,8.0,126.0,4.0,6.0,22.0,4.0,4.0,2,1,0,0,1,0,1
455,22.77260273972603,3.0,3.0,226.0,0.0,0.0,2.5,0.0,5.0,0.0,53.0,74.0,736.0,116.0,35.0,22.0,5.0,66.0,6.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,100.0,100.0,3.0,7.0,5.0,78.0,2.0,2.0,6.0,3.0,2.0,1,1,0,0,1,0,1
456,20.846575342465755,10.0,8.0,605.0,0.0,0.0,6.7,3.0,12.0,0.0,111.0,139.0,1476.0,288.0,77.0,41.0,5.0,127.0,12.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,9.0,1.0,2.0,0.0,218.0,218.0,13.0,27.0,16.0,159.0,5.0,4.0,15.0,4.0,25.0,3,0,0,0,1,0,0
457,19.663013698630138,10.0,0.0,105.0,0.0,0.0,1.2,1.0,6.0,0.0,6.0,14.0,110.0,27.0,6.0,3.0,1.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,35.0,35.0,0.0,10.0,0.0,24.0,3.0,4.0,2.0,1.0,4.0,0,0,0,0,1,0,1
458,32.15068493150685,12.0,12.0,1016.0,0.0,1.0,11.3,0.0,0.0,0.0,267.0,332.0,6658.0,4896.0,61.0,139.0,129.0,239.0,91.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,355.0,355.0,0.0,0.0,0.0,162.0,1.0,1.0,9.0,1.0,0.0,2,0,0,0,0,1,0
459,35.3041095890411,4.0,3.0,331.0,0.0,0.0,3.7,0.0,0.0,0.0,105.0,124.0,2398.0,1932.0,23.0,63.0,37.0,92.0,32.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,134.0,134.0,0.0,0.0,0.0,63.0,0.0,0.0,8.0,0.0,0.0,3,1,0,0,0,1,0
460,19.93972602739726,14.0,14.0,1260.0,2.0,0.0,14.0,1.0,3.0,0.0,847.0,955.0,15407.0,6110.0,335.0,515.0,80.0,933.0,20.0,17.0,0.0,5.0,1.0,0.0,10.0,6.0,7.0,2.0,18.0,26.0,25.0,0.0,1062.0,1062.0,4.0,6.0,5.0,784.0,14.0,9.0,95.0,16.0,18.0,1,0,0,1,0,0,0
461,34.227397260273975,4.0,4.0,291.0,0.0,0.0,3.2,0.0,0.0,0.0,125.0,153.0,2718.0,1011.0,34.0,85.0,29.0,149.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,4.0,13.0,0.0,181.0,181.0,0.0,0.0,0.0,117.0,1.0,0.0,9.0,5.0,0.0,15,0,0,1,0,0,0
462,34.52602739726027,5.0,1.0,158.0,2.0,0.0,1.8,0.0,1.0,0.0,102.0,123.0,2107.0,799.0,32.0,70.0,18.0,122.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,138.0,138.0,1.0,1.0,1.0,102.0,5.0,1.0,9.0,7.0,3.0,1,0,0,1,0,0,0
463,30.235616438356164,15.0,15.0,1327.0,2.0,0.0,14.7,1.0,10.0,0.0,750.0,865.0,11929.0,3863.0,388.0,376.0,61.0,734.0,128.0,8.0,0.0,0.0,28.0,0.0,50.0,32.0,28.0,8.0,19.0,28.0,15.0,0.0,1020.0,1020.0,21.0,22.0,11.0,643.0,16.0,28.0,75.0,15.0,20.0,5,0,0,1,0,0,0
464,19.52054794520548,14.0,14.0,1214.0,1.0,0.0,13.5,0.0,6.0,0.0,877.0,1071.0,14593.0,4816.0,488.0,424.0,106.0,920.0,149.0,16.0,1.0,0.0,81.0,1.0,30.0,20.0,13.0,14.0,19.0,21.0,19.0,1.0,1204.0,1204.0,38.0,16.0,4.0,804.0,14.0,17.0,104.0,6.0,13.0,1,0,0,1,0,0,0
465,20.09315068493151,12.0,9.0,830.0,1.0,0.0,9.2,0.0,10.0,0.0,527.0,599.0,9140.0,2032.0,247.0,267.0,52.0,595.0,4.0,4.0,1.0,3.0,3.0,0.0,29.0,15.0,15.0,17.0,12.0,13.0,10.0,0.0,710.0,710.0,30.0,17.0,8.0,494.0,12.0,8.0,80.0,10.0,12.0,1,0,0,0,0,0,1
466,30.698630136986303,14.0,14.0,1167.0,2.0,0.0,13.0,0.0,4.0,0.0,761.0,908.0,14447.0,5936.0,301.0,407.0,165.0,870.0,36.0,32.0,2.0,7.0,3.0,0.0,30.0,16.0,23.0,2.0,12.0,31.0,36.0,3.0,1031.0,1031.0,4.0,11.0,5.0,714.0,13.0,11.0,78.0,23.0,15.0,2,0,0,1,0,0,1
467,22.775342465753425,14.0,11.0,973.0,1.0,0.0,10.8,0.0,9.0,1.0,607.0,714.0,9862.0,2934.0,337.0,275.0,65.0,692.0,22.0,10.0,3.0,2.0,22.0,9.0,33.0,18.0,18.0,24.0,14.0,10.0,9.0,0.0,829.0,829.0,24.0,21.0,12.0,608.0,17.0,10.0,91.0,7.0,8.0,2,0,0,0,0,0,1
468,24.405479452054795,6.0,6.0,343.0,2.0,0.0,3.8,1.0,6.0,0.0,196.0,246.0,3127.0,758.0,114.0,88.0,24.0,240.0,6.0,3.0,1.0,3.0,4.0,2.0,8.0,3.0,2.0,2.0,8.0,4.0,1.0,0.0,293.0,293.0,11.0,5.0,8.0,224.0,4.0,3.0,20.0,3.0,1.0,4,0,0,0,0,0,1
469,28.312328767123287,10.0,7.0,538.0,1.0,0.0,6.0,0.0,5.0,0.0,436.0,498.0,8133.0,2433.0,203.0,195.0,76.0,482.0,16.0,13.0,4.0,9.0,10.0,0.0,8.0,6.0,4.0,12.0,3.0,7.0,4.0,0.0,546.0,546.0,10.0,6.0,3.0,440.0,8.0,11.0,41.0,7.0,5.0,15,3,0,0,0,0,1
470,24.367123287671234,8.0,3.0,262.0,0.0,0.0,2.9,0.0,5.0,0.0,132.0,155.0,1994.0,603.0,82.0,46.0,16.0,137.0,16.0,6.0,0.0,1.0,14.0,9.0,6.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,195.0,195.0,15.0,4.0,3.0,137.0,5.0,4.0,16.0,2.0,1.0,1,0,0,0,0,0,1
471,24.854794520547944,11.0,1.0,313.0,1.0,0.0,3.5,0.0,9.0,0.0,261.0,303.0,4092.0,925.0,148.0,116.0,24.0,286.0,16.0,5.0,2.0,0.0,13.0,8.0,7.0,4.0,5.0,3.0,3.0,6.0,0.0,0.0,344.0,344.0,21.0,10.0,8.0,272.0,6.0,3.0,28.0,3.0,3.0,3,2,0,0,0,0,1
472,30.197260273972603,15.0,11.0,1026.0,1.0,0.0,11.4,4.0,29.0,0.0,381.0,465.0,6196.0,920.0,238.0,159.0,36.0,451.0,12.0,1.0,2.0,2.0,17.0,1.0,5.0,5.0,2.0,9.0,7.0,7.0,4.0,0.0,576.0,576.0,41.0,27.0,24.0,466.0,7.0,4.0,51.0,14.0,24.0,2,0,0,0,1,0,1
473,20.23013698630137,7.0,0.0,81.0,0.0,0.0,0.9,0.0,1.0,0.0,21.0,29.0,350.0,121.0,17.0,7.0,3.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,45.0,45.0,7.0,2.0,1.0,26.0,2.0,0.0,2.0,1.0,2.0,0,0,0,0,1,0,1
474,22.775342465753425,13.0,11.0,873.0,2.0,0.0,9.7,5.0,25.0,0.0,308.0,409.0,4587.0,998.0,193.0,147.0,41.0,382.0,27.0,3.0,1.0,1.0,40.0,23.0,13.0,7.0,6.0,8.0,6.0,9.0,1.0,0.0,519.0,519.0,44.0,26.0,11.0,396.0,9.0,17.0,39.0,3.0,9.0,0,0,0,0,1,0,1
475,19.273972602739725,12.0,1.0,222.0,1.0,0.0,2.5,0.0,9.0,1.0,138.0,185.0,2166.0,595.0,95.0,53.0,30.0,155.0,30.0,4.0,2.0,1.0,27.0,18.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,228.0,228.0,33.0,7.0,10.0,171.0,3.0,3.0,17.0,0.0,0.0,1,1,0,0,1,0,1
476,26.372602739726027,12.0,6.0,576.0,1.0,0.0,6.4,2.0,19.0,0.0,92.0,122.0,1165.0,178.0,62.0,38.0,4.0,109.0,13.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,4.0,1.0,5.0,0.0,3.0,0.0,195.0,195.0,8.0,20.0,10.0,135.0,11.0,0.0,14.0,15.0,13.0,10,1,0,0,1,0,1
477,31.495890410958904,15.0,15.0,1297.0,2.0,0.0,14.4,9.0,45.0,4.0,283.0,413.0,4146.0,1176.0,190.0,132.0,37.0,382.0,24.0,7.0,6.0,2.0,23.0,5.0,23.0,14.0,7.0,14.0,5.0,9.0,3.0,0.0,552.0,550.0,31.0,25.0,20.0,404.0,26.0,21.0,37.0,11.0,14.0,10,0,0,0,1,0,0
478,27.95068493150685,12.0,12.0,1080.0,1.0,0.0,12.0,0.0,0.0,0.0,346.0,439.0,9434.0,6169.0,59.0,176.0,202.0,338.0,100.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,464.0,464.0,0.0,0.0,0.0,237.0,0.0,2.0,15.0,2.0,0.0,4,1,0,0,0,1,0
479,27.336986301369862,3.0,3.0,270.0,0.0,0.0,3.0,0.0,0.0,0.0,82.0,110.0,1916.0,1312.0,21.0,41.0,46.0,78.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,0.0,0.0,0.0,52.0,0.0,0.0,6.0,0.0,0.0,12,4,0,0,0,1,0
480,28.2986301369863,15.0,15.0,1305.0,0.0,0.0,14.5,1.0,10.0,0.0,648.0,772.0,11862.0,3670.0,263.0,373.0,96.0,731.0,41.0,26.0,0.0,4.0,12.0,0.0,20.0,15.0,12.0,2.0,13.0,19.0,45.0,0.0,907.0,907.0,9.0,8.0,5.0,601.0,8.0,7.0,73.0,28.0,11.0,8,1,0,1,0,0,0
481,29.12054794520548,10.0,9.0,716.0,4.0,2.0,8.0,2.0,5.0,0.0,363.0,420.0,6434.0,2094.0,158.0,210.0,39.0,399.0,19.0,9.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,2.0,10.0,20.0,30.0,1.0,506.0,506.0,4.0,6.0,3.0,335.0,18.0,5.0,37.0,16.0,4.0,10,1,0,1,0,0,0
482,23.83013698630137,15.0,14.0,1200.0,2.0,0.0,13.3,0.0,1.0,0.0,604.0,707.0,12071.0,3847.0,187.0,378.0,110.0,689.0,18.0,14.0,0.0,3.0,0.0,0.0,30.0,19.0,18.0,6.0,23.0,32.0,42.0,0.0,854.0,854.0,6.0,11.0,0.0,538.0,17.0,8.0,89.0,24.0,27.0,2,1,0,1,0,0,0
483,28.621917808219177,4.0,2.0,211.0,1.0,0.0,2.3,0.0,1.0,0.0,89.0,105.0,1783.0,688.0,36.0,44.0,23.0,100.0,5.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,4.0,5.0,6.0,0.0,136.0,136.0,2.0,4.0,0.0,74.0,5.0,2.0,13.0,8.0,5.0,15,2,1,1,0,0,0
484,21.53972602739726,7.0,4.0,366.0,0.0,0.0,4.1,1.0,4.0,0.0,138.0,194.0,1899.0,578.0,97.0,58.0,15.0,157.0,37.0,1.0,0.0,1.0,21.0,0.0,12.0,8.0,9.0,4.0,4.0,3.0,7.0,1.0,246.0,246.0,11.0,12.0,6.0,157.0,7.0,8.0,18.0,0.0,2.0,1,0,0,1,0,0,0
485,23.835616438356166,9.0,3.0,341.0,1.0,0.0,3.8,1.0,6.0,0.0,189.0,226.0,3492.0,856.0,74.0,114.0,30.0,217.0,8.0,6.0,0.0,1.0,1.0,0.0,13.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0,269.0,269.0,6.0,6.0,5.0,196.0,6.0,11.0,29.0,7.0,4.0,0,0,0,1,0,0,1
486,23.616438356164384,14.0,12.0,1052.0,2.0,0.0,11.7,1.0,15.0,0.0,515.0,610.0,8790.0,2583.0,268.0,234.0,68.0,590.0,18.0,14.0,2.0,3.0,13.0,2.0,18.0,8.0,7.0,12.0,5.0,11.0,8.0,0.0,700.0,700.0,19.0,15.0,6.0,532.0,17.0,22.0,76.0,9.0,18.0,6,2,0,0,0,0,1
487,27.96712328767123,14.0,12.0,1086.0,4.0,0.0,12.1,0.0,7.0,0.0,684.0,772.0,10794.0,3060.0,354.0,303.0,56.0,748.0,22.0,17.0,1.0,3.0,1.0,0.0,25.0,17.0,9.0,12.0,19.0,19.0,14.0,0.0,880.0,880.0,12.0,11.0,7.0,606.0,20.0,9.0,81.0,15.0,6.0,10,1,0,0,0,0,1
488,29.736986301369864,15.0,10.0,984.0,1.0,0.0,10.9,1.0,9.0,0.0,571.0,681.0,10170.0,2721.0,274.0,278.0,88.0,643.0,35.0,13.0,1.0,9.0,21.0,20.0,22.0,16.0,8.0,6.0,8.0,17.0,14.0,2.0,764.0,764.0,5.0,15.0,4.0,541.0,15.0,7.0,78.0,8.0,11.0,5,0,0,0,0,0,1
489,30.167123287671235,14.0,14.0,1105.0,0.0,0.0,12.3,1.0,19.0,0.0,456.0,600.0,7317.0,2769.0,281.0,224.0,52.0,500.0,99.0,7.0,0.0,3.0,42.0,7.0,21.0,13.0,10.0,6.0,9.0,12.0,19.0,1.0,698.0,698.0,26.0,12.0,6.0,433.0,11.0,6.0,59.0,3.0,11.0,2,0,0,1,0,0,0
490,22.83013698630137,14.0,11.0,1100.0,4.0,0.0,12.2,3.0,28.0,0.0,510.0,650.0,7689.0,2749.0,331.0,220.0,54.0,519.0,128.0,8.0,1.0,9.0,45.0,1.0,32.0,16.0,15.0,10.0,15.0,8.0,15.0,0.0,825.0,825.0,68.0,36.0,31.0,531.0,16.0,18.0,82.0,7.0,17.0,3,0,0,1,0,0,0
491,25.517808219178082,10.0,6.0,417.0,1.0,0.0,4.6,2.0,9.0,0.0,150.0,185.0,2156.0,576.0,97.0,59.0,12.0,177.0,7.0,1.0,0.0,1.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,2.0,4.0,0.0,241.0,241.0,7.0,14.0,15.0,197.0,16.0,16.0,20.0,8.0,6.0,2,0,0,0,0,0,1
492,25.438356164383563,10.0,6.0,515.0,1.0,0.0,5.7,0.0,6.0,0.0,221.0,271.0,3186.0,969.0,154.0,70.0,22.0,252.0,19.0,3.0,2.0,0.0,16.0,9.0,6.0,4.0,3.0,4.0,4.0,4.0,6.0,0.0,343.0,343.0,36.0,18.0,17.0,271.0,2.0,13.0,27.0,1.0,12.0,12,1,1,0,1,0,1
493,35.66027397260274,12.0,5.0,467.0,0.0,0.0,5.2,1.0,13.0,1.0,182.0,255.0,3287.0,1141.0,105.0,96.0,40.0,223.0,31.0,10.0,1.0,4.0,34.0,20.0,3.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,302.0,301.0,18.0,9.0,4.0,222.0,2.0,10.0,26.0,1.0,0.0,14,0,0,0,1,0,1
494,25.367123287671234,14.0,6.0,554.0,0.0,0.0,6.2,0.0,16.0,1.0,169.0,241.0,2941.0,978.0,108.0,65.0,52.0,208.0,33.0,10.0,2.0,5.0,30.0,19.0,11.0,6.0,3.0,2.0,3.0,7.0,0.0,0.0,316.0,316.0,19.0,17.0,10.0,217.0,6.0,8.0,30.0,6.0,4.0,14,0,0,0,0,0,1
495,22.676712328767124,6.0,1.0,143.0,1.0,0.0,1.6,1.0,9.0,0.0,20.0,33.0,263.0,26.0,21.0,7.0,1.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,59.0,59.0,2.0,7.0,3.0,44.0,5.0,3.0,4.0,8.0,8.0,2,0,0,0,1,0,1
496,33.93424657534246,12.0,10.0,854.0,1.0,0.0,9.5,5.0,22.0,1.0,262.0,334.0,3991.0,991.0,166.0,103.0,33.0,310.0,21.0,3.0,3.0,4.0,11.0,4.0,7.0,7.0,0.0,4.0,4.0,1.0,2.0,0.0,436.0,435.0,19.0,33.0,17.0,342.0,18.0,15.0,24.0,14.0,24.0,15,1,0,0,1,0,0
497,36.054794520547944,13.0,13.0,1170.0,0.0,0.0,13.0,0.0,0.0,0.0,318.0,419.0,8949.0,6897.0,64.0,142.0,212.0,282.0,136.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,440.0,440.0,0.0,1.0,0.0,195.0,0.0,0.0,11.0,1.0,0.0,3,1,0,0,0,1,0
498,22.904109589041095,13.0,13.0,1071.0,4.0,2.0,11.9,0.0,3.0,0.0,701.0,791.0,13236.0,5087.0,263.0,396.0,105.0,765.0,23.0,20.0,0.0,3.0,1.0,0.0,22.0,15.0,12.0,8.0,15.0,9.0,46.0,0.0,911.0,911.0,10.0,9.0,5.0,643.0,12.0,6.0,89.0,12.0,13.0,9,1,0,1,0,0,0
499,20.835616438356166,7.0,7.0,601.0,0.0,0.0,6.7,1.0,2.0,0.0,296.0,348.0,4886.0,1554.0,150.0,141.0,39.0,333.0,15.0,12.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,9.0,8.0,18.0,0.0,406.0,406.0,11.0,2.0,2.0,288.0,3.0,5.0,25.0,11.0,7.0,2,0,0,1,0,0,0
500,39.104109589041094,14.0,14.0,1260.0,3.0,0.0,14.0,0.0,9.0,0.0,892.0,981.0,17604.0,7217.0,329.0,483.0,143.0,951.0,26.0,22.0,0.0,5.0,0.0,0.0,26.0,16.0,11.0,5.0,20.0,24.0,46.0,1.0,1119.0,1119.0,1.0,5.0,5.0,795.0,14.0,3.0,93.0,28.0,12.0,9,4,0,1,0,0,0
501,22.052054794520547,13.0,10.0,927.0,3.0,0.0,10.3,0.0,2.0,0.0,452.0,563.0,6879.0,2274.0,280.0,206.0,42.0,465.0,97.0,10.0,0.0,1.0,26.0,0.0,34.0,19.0,21.0,9.0,15.0,21.0,16.0,1.0,668.0,668.0,17.0,12.0,5.0,379.0,10.0,8.0,57.0,14.0,11.0,0,0,0,1,0,0,0
502,29.18904109589041,5.0,2.0,166.0,2.0,0.0,1.8,0.0,1.0,0.0,78.0,99.0,1107.0,446.0,57.0,29.0,6.0,84.0,15.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,111.0,111.0,0.0,3.0,0.0,69.0,3.0,3.0,16.0,0.0,5.0,9,1,0,1,0,0,1
503,26.526027397260275,12.0,7.0,624.0,1.0,0.0,6.9,1.0,9.0,0.0,329.0,409.0,4998.0,1497.0,210.0,129.0,49.0,342.0,67.0,6.0,0.0,1.0,33.0,0.0,34.0,19.0,21.0,4.0,6.0,11.0,11.0,0.0,501.0,501.0,30.0,9.0,3.0,320.0,9.0,15.0,41.0,6.0,7.0,15,1,0,1,0,0,1
504,24.156164383561645,14.0,10.0,931.0,2.0,0.0,10.3,0.0,5.0,0.0,443.0,530.0,6255.0,2142.0,309.0,170.0,27.0,442.0,87.0,8.0,1.0,0.0,19.0,0.0,18.0,10.0,14.0,3.0,18.0,11.0,20.0,0.0,619.0,619.0,16.0,9.0,10.0,394.0,5.0,7.0,40.0,10.0,9.0,6,1,0,1,0,0,1
505,18.4986301369863,2.0,0.0,12.0,0.0,0.0,0.1,0.0,0.0,0.0,7.0,14.0,128.0,72.0,3.0,4.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,0,0,0
506,25.882191780821916,10.0,7.0,673.0,4.0,0.0,7.5,0.0,3.0,0.0,340.0,379.0,5943.0,1958.0,156.0,162.0,44.0,372.0,7.0,4.0,0.0,0.0,2.0,0.0,12.0,4.0,5.0,2.0,6.0,12.0,16.0,0.0,451.0,451.0,8.0,7.0,7.0,328.0,10.0,5.0,32.0,6.0,5.0,5,0,0,1,0,0,1
507,29.232876712328768,11.0,10.0,721.0,1.0,1.0,8.0,0.0,5.0,0.0,516.0,576.0,8758.0,2468.0,238.0,241.0,71.0,569.0,4.0,4.0,1.0,6.0,2.0,0.0,30.0,20.0,11.0,6.0,13.0,9.0,16.0,0.0,652.0,652.0,11.0,3.0,1.0,499.0,7.0,5.0,51.0,3.0,4.0,15,1,0,1,0,0,1
508,21.660273972602738,8.0,3.0,276.0,1.0,0.0,3.1,0.0,3.0,0.0,141.0,174.0,2432.0,630.0,88.0,57.0,24.0,173.0,1.0,1.0,0.0,2.0,5.0,0.0,9.0,4.0,2.0,7.0,5.0,7.0,1.0,0.0,209.0,209.0,5.0,5.0,4.0,147.0,8.0,4.0,30.0,1.0,3.0,1,0,0,0,0,0,1
509,28.972602739726028,8.0,4.0,390.0,1.0,0.0,4.3,0.0,12.0,1.0,149.0,190.0,2490.0,684.0,86.0,69.0,27.0,172.0,18.0,3.0,1.0,1.0,16.0,14.0,7.0,4.0,3.0,2.0,2.0,3.0,3.0,0.0,227.0,227.0,8.0,7.0,9.0,157.0,4.0,2.0,25.0,1.0,6.0,10,1,0,0,1,0,1
510,23.172602739726027,6.0,3.0,362.0,1.0,0.0,4.0,0.0,3.0,0.0,163.0,191.0,2034.0,460.0,105.0,53.0,6.0,189.0,1.0,0.0,0.0,0.0,3.0,0.0,18.0,6.0,11.0,1.0,6.0,4.0,2.0,0.0,254.0,254.0,16.0,5.0,6.0,185.0,3.0,9.0,24.0,2.0,5.0,5,0,0,0,0,0,1
511,31.915068493150685,12.0,5.0,578.0,0.0,0.0,6.4,1.0,9.0,1.0,326.0,387.0,5484.0,1203.0,168.0,135.0,58.0,352.0,35.0,16.0,0.0,7.0,24.0,18.0,16.0,9.0,6.0,6.0,8.0,9.0,9.0,0.0,454.0,454.0,14.0,6.0,11.0,306.0,7.0,10.0,47.0,3.0,6.0,15,1,0,0,0,0,1
512,22.463013698630135,7.0,5.0,453.0,0.0,0.0,5.0,0.0,11.0,1.0,212.0,259.0,3208.0,922.0,124.0,91.0,20.0,247.0,12.0,3.0,3.0,4.0,12.0,8.0,8.0,6.0,0.0,6.0,7.0,4.0,3.0,0.0,321.0,321.0,18.0,14.0,10.0,241.0,2.0,7.0,36.0,5.0,2.0,3,0,0,0,1,0,1
513,27.493150684931507,11.0,10.0,889.0,0.0,0.0,9.9,4.0,33.0,2.0,321.0,403.0,4663.0,1046.0,214.0,118.0,30.0,369.0,32.0,11.0,1.0,2.0,25.0,14.0,11.0,4.0,5.0,8.0,9.0,1.0,1.0,0.0,523.0,520.0,38.0,24.0,25.0,413.0,8.0,21.0,51.0,5.0,6.0,3,0,0,0,1,0,1
514,28.564383561643837,10.0,8.0,734.0,0.0,0.0,8.2,3.0,18.0,0.0,133.0,202.0,1800.0,322.0,111.0,53.0,16.0,188.0,11.0,0.0,1.0,1.0,12.0,0.0,11.0,6.0,5.0,3.0,10.0,3.0,7.0,0.0,294.0,294.0,16.0,16.0,10.0,207.0,5.0,9.0,26.0,17.0,18.0,1,1,0,0,1,0,1
