,age,games,games_starts,minutes,cards_yellow,cards_red,minutes_90s,goals,shots,shots_free_kicks,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_short,passes_medium,passes_long,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,tackles,tackles_won,dribble_tackles,dribbled_past,blocks,interceptions,clearances,errors,touches,touches_live_ball,dribbles,miscontrols,dispossessed,passes_received,fouls,fouled,ball_recoveries,aerials_won,aerials_lost,n_injuries,n_severe_injuries,currently_injured,position_DF,position_FW,position_GK,position_MF
0,29.273972602739725,14.0,14.0,1260.0,0.0,0.0,14.0,0.0,0.0,0.0,462.0,524.0,10806.0,7006.0,101.0,260.0,163.0,445.0,79.0,16.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,547.0,547.0,0.0,0.0,0.0,345.0,0.0,2.0,19.0,3.0,0.0,6,0,0,0,0,1,0
1,25.534246575342465,12.0,9.0,873.0,0.0,0.0,9.7,0.0,5.0,0.0,830.0,900.0,14982.0,5430.0,313.0,506.0,64.0,873.0,27.0,17.0,0.0,3.0,0.0,0.0,6.0,3.0,1.0,0.0,9.0,12.0,24.0,0.0,972.0,972.0,3.0,0.0,0.0,762.0,10.0,3.0,41.0,26.0,13.0,4,0,0,1,0,0,0
2,28.4986301369863,4.0,3.0,286.0,0.0,0.0,3.2,0.0,7.0,0.0,226.0,250.0,3795.0,1095.0,110.0,116.0,17.0,245.0,5.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,10.0,1.0,279.0,279.0,2.0,1.0,0.0,216.0,0.0,2.0,11.0,11.0,4.0,14,4,0,1,0,0,0
3,28.495890410958904,9.0,8.0,731.0,1.0,0.0,8.1,0.0,5.0,0.0,605.0,642.0,10342.0,2534.0,286.0,295.0,47.0,613.0,28.0,4.0,0.0,5.0,2.0,1.0,9.0,7.0,1.0,0.0,5.0,3.0,11.0,0.0,686.0,686.0,5.0,3.0,1.0,541.0,3.0,3.0,37.0,10.0,6.0,15,1,0,1,0,0,0
4,27.767123287671232,8.0,7.0,571.0,0.0,0.0,6.3,0.0,3.0,0.0,574.0,617.0,9708.0,3852.0,265.0,304.0,35.0,598.0,18.0,4.0,0.0,5.0,2.0,0.0,5.0,3.0,4.0,1.0,6.0,5.0,6.0,0.0,648.0,648.0,0.0,3.0,0.0,538.0,2.0,4.0,24.0,13.0,10.0,10,1,0,1,0,0,0
5,27.353424657534248,8.0,8.0,701.0,1.0,0.0,7.8,0.0,9.0,0.0,575.0,609.0,9758.0,2830.0,271.0,286.0,38.0,596.0,13.0,4.0,0.0,5.0,0.0,0.0,13.0,9.0,11.0,2.0,9.0,5.0,8.0,0.0,676.0,676.0,4.0,4.0,2.0,531.0,8.0,3.0,40.0,7.0,16.0,15,1,0,1,0,0,0
6,22.224657534246575,5.0,0.0,111.0,0.0,0.0,1.2,0.0,2.0,0.0,72.0,88.0,1166.0,315.0,38.0,35.0,6.0,77.0,11.0,3.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,103.0,103.0,0.0,3.0,2.0,75.0,0.0,0.0,5.0,1.0,2.0,1,0,0,1,0,0,1
7,28.4986301369863,14.0,14.0,1116.0,3.0,1.0,12.4,2.0,15.0,0.0,929.0,1083.0,15066.0,3872.0,549.0,377.0,114.0,990.0,92.0,20.0,2.0,13.0,39.0,0.0,28.0,20.0,17.0,6.0,5.0,17.0,6.0,1.0,1188.0,1188.0,46.0,15.0,12.0,892.0,10.0,14.0,75.0,24.0,10.0,7,0,0,1,0,0,0
8,32.49589041095891,7.0,7.0,560.0,0.0,0.0,6.2,0.0,1.0,0.0,545.0,608.0,9624.0,2775.0,260.0,252.0,81.0,570.0,38.0,6.0,0.0,8.0,4.0,0.0,2.0,1.0,0.0,4.0,1.0,4.0,5.0,0.0,629.0,629.0,4.0,1.0,2.0,513.0,2.0,3.0,31.0,7.0,2.0,13,2,0,1,0,0,0
9,26.427397260273974,13.0,13.0,1122.0,1.0,0.0,12.5,0.0,20.0,0.0,1097.0,1206.0,20044.0,5082.0,486.0,552.0,142.0,1188.0,18.0,14.0,0.0,14.0,2.0,0.0,26.0,18.0,11.0,7.0,18.0,14.0,14.0,0.0,1316.0,1316.0,10.0,8.0,5.0,1004.0,18.0,7.0,119.0,35.0,15.0,2,0,0,0,0,0,1
11,22.495890410958904,14.0,11.0,908.0,1.0,0.0,10.1,7.0,27.0,0.0,465.0,575.0,7090.0,1306.0,302.0,163.0,63.0,543.0,28.0,3.0,2.0,4.0,53.0,21.0,10.0,5.0,6.0,2.0,12.0,3.0,4.0,0.0,676.0,676.0,26.0,19.0,14.0,544.0,4.0,12.0,54.0,9.0,17.0,3,0,0,1,1,0,0
12,31.410958904109588,14.0,13.0,1131.0,0.0,0.0,12.6,3.0,34.0,4.0,531.0,740.0,10038.0,2987.0,279.0,280.0,140.0,660.0,75.0,25.0,14.0,14.0,112.0,36.0,15.0,7.0,9.0,10.0,13.0,3.0,4.0,0.0,835.0,835.0,25.0,17.0,15.0,646.0,13.0,13.0,50.0,5.0,10.0,15,1,0,0,0,0,1
13,28.293150684931508,14.0,12.0,1068.0,1.0,0.0,11.9,2.0,14.0,0.0,629.0,721.0,10307.0,1775.0,357.0,254.0,70.0,691.0,28.0,5.0,1.0,5.0,28.0,6.0,22.0,10.0,11.0,11.0,9.0,7.0,4.0,0.0,832.0,832.0,34.0,17.0,18.0,632.0,9.0,9.0,55.0,0.0,3.0,7,1,0,0,1,0,1
14,20.556164383561644,7.0,0.0,106.0,0.0,0.0,1.2,0.0,2.0,0.0,53.0,62.0,900.0,134.0,28.0,26.0,7.0,61.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,82.0,82.0,6.0,7.0,2.0,63.0,0.0,3.0,6.0,1.0,1.0,2,1,0,0,1,0,1
15,27.208219178082192,8.0,6.0,547.0,0.0,0.0,6.1,1.0,7.0,0.0,269.0,317.0,3693.0,679.0,196.0,76.0,24.0,297.0,18.0,2.0,0.0,1.0,16.0,12.0,5.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,361.0,361.0,24.0,9.0,8.0,300.0,5.0,17.0,34.0,6.0,2.0,9,3,0,0,1,0,0
16,31.75890410958904,9.0,4.0,372.0,1.0,0.0,4.1,1.0,12.0,0.0,218.0,254.0,3895.0,717.0,123.0,83.0,42.0,231.0,23.0,6.0,2.0,5.0,19.0,11.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,295.0,295.0,15.0,7.0,4.0,230.0,1.0,3.0,23.0,2.0,4.0,2,0,0,0,1,0,1
17,22.34794520547945,13.0,12.0,1037.0,2.0,0.0,11.5,18.0,49.0,0.0,143.0,194.0,1852.0,403.0,95.0,63.0,5.0,168.0,22.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,292.0,289.0,11.0,17.0,12.0,226.0,9.0,9.0,9.0,13.0,13.0,15,0,0,0,1,0,0
18,22.816438356164383,12.0,3.0,364.0,0.0,0.0,4.0,3.0,11.0,0.0,101.0,120.0,1329.0,194.0,68.0,27.0,9.0,116.0,4.0,0.0,2.0,2.0,5.0,0.0,7.0,4.0,1.0,6.0,6.0,0.0,1.0,0.0,157.0,157.0,7.0,5.0,6.0,124.0,6.0,2.0,7.0,3.0,5.0,0,0,0,0,1,0,1
19,30.147945205479452,14.0,14.0,1260.0,0.0,0.0,14.0,0.0,0.0,0.0,436.0,515.0,10347.0,6768.0,107.0,219.0,185.0,425.0,89.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,548.0,548.0,0.0,0.0,0.0,303.0,1.0,0.0,28.0,4.0,1.0,9,2,0,0,0,1,0
20,31.383561643835616,14.0,14.0,1260.0,1.0,0.0,14.0,1.0,16.0,0.0,1015.0,1143.0,20132.0,7086.0,371.0,599.0,154.0,1116.0,26.0,19.0,1.0,12.0,0.0,0.0,10.0,3.0,2.0,2.0,14.0,16.0,58.0,1.0,1277.0,1277.0,1.0,6.0,0.0,920.0,5.0,0.0,80.0,38.0,12.0,14,3,0,1,0,0,0
21,23.504109589041096,2.0,1.0,112.0,0.0,0.0,1.2,0.0,0.0,0.0,66.0,85.0,1253.0,447.0,29.0,48.0,6.0,83.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,9.0,0.0,102.0,102.0,0.0,1.0,0.0,54.0,2.0,1.0,13.0,7.0,1.0,7,2,0,1,0,0,0
22,25.50958904109589,12.0,9.0,887.0,2.0,0.0,9.9,0.0,3.0,0.0,721.0,856.0,14833.0,4873.0,219.0,478.0,138.0,832.0,21.0,6.0,0.0,9.0,2.0,0.0,21.0,15.0,9.0,4.0,9.0,13.0,29.0,2.0,946.0,946.0,4.0,9.0,2.0,642.0,9.0,4.0,83.0,32.0,24.0,8,4,0,1,0,0,0
23,25.682191780821917,2.0,1.0,66.0,0.0,0.0,0.7,0.0,1.0,0.0,71.0,82.0,1364.0,602.0,34.0,29.0,14.0,80.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,88.0,88.0,0.0,2.0,0.0,60.0,1.0,0.0,14.0,4.0,0.0,3,0,0,1,0,0,0
24,28.70958904109589,12.0,10.0,861.0,0.0,0.0,9.6,0.0,5.0,0.0,628.0,790.0,10648.0,3419.0,344.0,305.0,102.0,650.0,140.0,15.0,0.0,4.0,76.0,37.0,5.0,3.0,3.0,7.0,9.0,4.0,16.0,0.0,843.0,843.0,17.0,12.0,7.0,558.0,5.0,3.0,52.0,8.0,10.0,9,0,0,1,0,0,0
25,24.134246575342466,14.0,12.0,989.0,2.0,0.0,11.0,1.0,14.0,1.0,725.0,994.0,14030.0,5768.0,366.0,355.0,235.0,806.0,181.0,18.0,5.0,17.0,101.0,41.0,15.0,13.0,11.0,10.0,8.0,13.0,15.0,0.0,1075.0,1075.0,5.0,12.0,6.0,677.0,6.0,1.0,91.0,8.0,5.0,10,0,0,1,0,0,0
26,29.09041095890411,14.0,11.0,997.0,2.0,0.0,11.1,0.0,5.0,0.0,648.0,737.0,10710.0,2687.0,347.0,276.0,80.0,717.0,20.0,16.0,2.0,2.0,3.0,0.0,27.0,12.0,9.0,14.0,13.0,14.0,15.0,0.0,831.0,831.0,3.0,10.0,3.0,589.0,15.0,10.0,76.0,11.0,11.0,8,0,0,0,0,0,1
27,21.81917808219178,4.0,1.0,172.0,0.0,0.0,1.9,0.0,4.0,0.0,105.0,122.0,1635.0,429.0,60.0,46.0,8.0,120.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,148.0,148.0,4.0,2.0,5.0,120.0,2.0,4.0,12.0,0.0,0.0,2,1,0,0,0,0,1
28,32.441095890410956,12.0,7.0,648.0,0.0,0.0,7.2,0.0,9.0,0.0,436.0,533.0,7608.0,2072.0,230.0,198.0,70.0,519.0,11.0,5.0,4.0,5.0,6.0,0.0,9.0,5.0,3.0,2.0,7.0,9.0,5.0,0.0,587.0,587.0,6.0,6.0,5.0,443.0,3.0,3.0,50.0,5.0,4.0,15,2,0,0,0,0,1
29,29.279452054794522,3.0,0.0,32.0,0.0,0.0,0.4,0.0,0.0,0.0,5.0,7.0,107.0,34.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,10.0,1.0,2.0,1.0,0.0,1.0,15,5,0,0,1,0,0
30,36.89041095890411,12.0,4.0,469.0,0.0,0.0,5.2,0.0,5.0,0.0,269.0,354.0,5042.0,1824.0,131.0,131.0,66.0,297.0,56.0,13.0,1.0,2.0,30.0,8.0,10.0,4.0,4.0,12.0,8.0,7.0,9.0,0.0,412.0,412.0,12.0,13.0,9.0,256.0,6.0,8.0,32.0,7.0,9.0,15,0,0,1,0,0,1
31,19.643835616438356,14.0,10.0,859.0,0.0,0.0,9.5,1.0,19.0,0.0,423.0,524.0,6284.0,1646.0,261.0,188.0,38.0,503.0,18.0,0.0,4.0,2.0,18.0,1.0,10.0,5.0,2.0,15.0,12.0,4.0,5.0,0.0,611.0,611.0,28.0,16.0,13.0,459.0,6.0,16.0,61.0,1.0,8.0,1,1,0,0,0,0,1
32,25.865753424657534,8.0,7.0,613.0,2.0,0.0,6.8,3.0,16.0,0.0,203.0,256.0,3051.0,597.0,150.0,75.0,14.0,254.0,2.0,0.0,0.0,6.0,7.0,0.0,10.0,8.0,3.0,3.0,6.0,2.0,0.0,0.0,330.0,330.0,29.0,14.0,24.0,281.0,12.0,16.0,27.0,6.0,14.0,4,1,0,0,1,0,0
33,25.975342465753425,4.0,2.0,196.0,1.0,0.0,2.2,0.0,3.0,0.0,38.0,64.0,540.0,216.0,33.0,16.0,6.0,63.0,1.0,0.0,1.0,1.0,3.0,0.0,10.0,7.0,5.0,1.0,2.0,2.0,1.0,0.0,99.0,99.0,8.0,7.0,4.0,59.0,3.0,4.0,10.0,3.0,5.0,12,2,0,0,1,0,1
34,30.446575342465753,14.0,14.0,1236.0,0.0,0.0,13.7,6.0,50.0,0.0,281.0,373.0,3684.0,1079.0,203.0,105.0,20.0,360.0,10.0,0.0,1.0,1.0,9.0,0.0,5.0,4.0,3.0,4.0,5.0,2.0,2.0,0.0,539.0,539.0,52.0,42.0,40.0,430.0,10.0,8.0,24.0,2.0,7.0,10,0,0,0,1,0,0
35,23.421917808219177,10.0,7.0,604.0,0.0,1.0,6.7,5.0,39.0,0.0,103.0,146.0,1499.0,296.0,67.0,42.0,11.0,142.0,2.0,0.0,0.0,1.0,7.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,0.0,233.0,233.0,11.0,17.0,8.0,174.0,9.0,4.0,19.0,14.0,21.0,10,1,0,0,1,0,0
36,31.147945205479452,13.0,11.0,929.0,0.0,0.0,10.3,7.0,33.0,0.0,342.0,439.0,4657.0,1482.0,242.0,124.0,24.0,424.0,14.0,1.0,6.0,0.0,11.0,0.0,13.0,11.0,1.0,8.0,11.0,6.0,2.0,0.0,563.0,563.0,15.0,26.0,19.0,433.0,6.0,5.0,45.0,13.0,25.0,15,0,0,0,1,0,1
37,30.736986301369864,9.0,8.0,765.0,1.0,0.0,8.5,0.0,0.0,0.0,213.0,268.0,4987.0,3402.0,69.0,88.0,107.0,206.0,62.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,288.0,288.0,1.0,0.0,0.0,146.0,0.0,2.0,14.0,2.0,0.0,5,0,0,0,0,1,0
38,28.145205479452056,6.0,6.0,495.0,0.0,0.0,5.5,0.0,0.0,0.0,156.0,200.0,3616.0,2343.0,58.0,53.0,88.0,142.0,58.0,11.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,222.0,222.0,0.0,1.0,0.0,105.0,0.0,2.0,10.0,3.0,1.0,7,0,0,0,0,1,0
39,21.93972602739726,2.0,2.0,180.0,1.0,0.0,2.0,0.0,2.0,0.0,117.0,140.0,1995.0,559.0,44.0,74.0,13.0,138.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,9.0,5.0,0.0,168.0,168.0,3.0,3.0,0.0,115.0,2.0,3.0,11.0,5.0,6.0,7,1,1,1,0,0,0
40,31.432876712328767,9.0,8.0,742.0,4.0,1.0,8.2,1.0,7.0,0.0,527.0,621.0,9304.0,3820.0,262.0,255.0,87.0,590.0,30.0,21.0,0.0,12.0,3.0,0.0,18.0,12.0,9.0,4.0,10.0,12.0,30.0,0.0,699.0,699.0,3.0,4.0,1.0,499.0,11.0,3.0,50.0,17.0,11.0,10,0,0,1,0,0,0
41,23.39178082191781,8.0,8.0,720.0,1.0,0.0,8.0,0.0,4.0,0.0,433.0,478.0,8189.0,2340.0,158.0,258.0,51.0,461.0,16.0,8.0,0.0,3.0,2.0,0.0,12.0,8.0,7.0,6.0,3.0,8.0,25.0,0.0,545.0,545.0,2.0,3.0,2.0,384.0,4.0,1.0,40.0,13.0,13.0,3,0,0,1,0,0,0
42,38.175342465753424,12.0,11.0,1074.0,1.0,0.0,11.9,0.0,6.0,0.0,805.0,900.0,15587.0,6385.0,291.0,460.0,132.0,865.0,33.0,29.0,0.0,9.0,0.0,0.0,19.0,12.0,9.0,4.0,22.0,19.0,46.0,2.0,1020.0,1020.0,2.0,2.0,1.0,714.0,4.0,6.0,80.0,27.0,12.0,15,0,0,1,0,0,0
43,24.345205479452055,13.0,11.0,847.0,2.0,0.0,9.4,0.0,5.0,0.0,536.0,647.0,8447.0,2687.0,304.0,228.0,66.0,537.0,105.0,10.0,0.0,0.0,36.0,13.0,22.0,10.0,10.0,8.0,18.0,7.0,21.0,0.0,736.0,736.0,10.0,11.0,4.0,454.0,10.0,8.0,54.0,7.0,8.0,3,0,0,1,0,0,0
44,25.92876712328767,9.0,4.0,419.0,1.0,0.0,4.7,1.0,3.0,0.0,238.0,307.0,3324.0,847.0,171.0,83.0,34.0,248.0,57.0,5.0,1.0,2.0,16.0,8.0,7.0,4.0,7.0,5.0,3.0,5.0,8.0,0.0,350.0,350.0,5.0,8.0,7.0,224.0,4.0,6.0,22.0,12.0,4.0,11,3,1,1,0,0,1
45,22.964383561643835,7.0,6.0,559.0,3.0,0.0,6.2,1.0,7.0,1.0,381.0,443.0,6133.0,1594.0,217.0,157.0,47.0,365.0,78.0,13.0,0.0,3.0,36.0,13.0,15.0,8.0,7.0,1.0,8.0,6.0,10.0,0.0,492.0,492.0,13.0,6.0,4.0,322.0,5.0,6.0,38.0,10.0,3.0,11,1,0,1,0,0,1
46,33.24383561643835,11.0,7.0,672.0,2.0,0.0,7.5,0.0,3.0,0.0,417.0,519.0,6073.0,2104.0,265.0,194.0,42.0,432.0,86.0,17.0,0.0,0.0,11.0,0.0,16.0,10.0,10.0,2.0,14.0,12.0,28.0,0.0,598.0,598.0,6.0,4.0,2.0,361.0,11.0,3.0,31.0,16.0,13.0,6,1,0,1,0,0,0
47,30.931506849315067,13.0,11.0,903.0,3.0,0.0,10.0,2.0,3.0,0.0,516.0,612.0,8028.0,2324.0,299.0,236.0,47.0,592.0,19.0,18.0,2.0,2.0,1.0,0.0,28.0,16.0,18.0,18.0,10.0,13.0,4.0,0.0,706.0,704.0,8.0,11.0,7.0,496.0,9.0,19.0,79.0,6.0,5.0,3,0,0,0,0,0,1
48,31.660273972602738,2.0,2.0,174.0,0.0,0.0,1.9,0.0,2.0,0.0,107.0,129.0,1516.0,296.0,73.0,39.0,7.0,128.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,144.0,144.0,6.0,3.0,2.0,105.0,0.0,0.0,17.0,0.0,2.0,15,2,1,0,0,0,1
49,26.013698630136986,2.0,1.0,123.0,0.0,0.0,1.4,0.0,0.0,0.0,32.0,38.0,469.0,119.0,20.0,12.0,2.0,37.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,50.0,50.0,0.0,1.0,1.0,36.0,0.0,0.0,5.0,0.0,0.0,14,1,0,0,0,0,1
50,22.8,12.0,7.0,498.0,3.0,1.0,5.5,1.0,8.0,0.0,216.0,280.0,3198.0,723.0,142.0,86.0,27.0,259.0,21.0,4.0,0.0,3.0,24.0,10.0,19.0,15.0,6.0,2.0,6.0,8.0,9.0,0.0,356.0,356.0,8.0,12.0,13.0,241.0,10.0,8.0,36.0,6.0,8.0,0,0,0,0,1,0,1
51,26.838356164383562,14.0,12.0,954.0,1.0,0.0,10.6,0.0,9.0,0.0,461.0,546.0,6917.0,1888.0,308.0,176.0,29.0,518.0,24.0,7.0,1.0,5.0,10.0,0.0,16.0,7.0,7.0,8.0,9.0,8.0,16.0,0.0,653.0,653.0,30.0,19.0,14.0,469.0,6.0,26.0,67.0,19.0,19.0,12,2,0,1,0,0,1
52,19.0986301369863,3.0,0.0,46.0,0.0,0.0,0.5,0.0,1.0,0.0,17.0,21.0,244.0,56.0,14.0,3.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,29.0,1.0,1.0,0.0,16.0,0.0,2.0,2.0,0.0,1.0,0,0,0,0,0,0,1
53,23.873972602739727,14.0,13.0,1030.0,2.0,0.0,11.4,2.0,22.0,1.0,375.0,496.0,5684.0,1583.0,257.0,139.0,54.0,450.0,43.0,10.0,5.0,6.0,44.0,22.0,24.0,13.0,10.0,7.0,13.0,2.0,6.0,0.0,623.0,623.0,21.0,24.0,19.0,434.0,16.0,18.0,54.0,4.0,6.0,6,0,0,0,1,0,1
54,23.457534246575342,13.0,11.0,883.0,3.0,0.0,9.8,3.0,22.0,0.0,231.0,291.0,2823.0,681.0,179.0,71.0,6.0,275.0,15.0,2.0,0.0,1.0,4.0,0.0,16.0,7.0,5.0,9.0,13.0,0.0,15.0,0.0,423.0,423.0,24.0,31.0,19.0,319.0,22.0,9.0,29.0,28.0,24.0,9,0,0,0,1,0,1
55,29.687671232876713,5.0,1.0,152.0,0.0,0.0,1.7,0.0,3.0,0.0,57.0,87.0,1126.0,272.0,32.0,32.0,16.0,79.0,6.0,3.0,1.0,3.0,12.0,2.0,7.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,110.0,110.0,8.0,2.0,3.0,81.0,1.0,3.0,7.0,0.0,0.0,15,0,0,0,1,0,1
56,27.964383561643835,12.0,11.0,950.0,3.0,0.0,10.6,3.0,18.0,0.0,232.0,318.0,2925.0,684.0,167.0,87.0,14.0,305.0,12.0,0.0,4.0,0.0,20.0,5.0,8.0,4.0,5.0,2.0,11.0,1.0,2.0,0.0,431.0,431.0,41.0,24.0,29.0,357.0,13.0,13.0,34.0,0.0,5.0,10,1,0,0,1,0,1
57,24.186301369863013,13.0,3.0,421.0,1.0,0.0,4.7,1.0,10.0,0.0,132.0,166.0,1742.0,327.0,102.0,41.0,9.0,162.0,2.0,0.0,0.0,0.0,5.0,0.0,9.0,6.0,3.0,2.0,2.0,2.0,4.0,0.0,230.0,230.0,21.0,16.0,5.0,172.0,8.0,9.0,13.0,4.0,13.0,15,2,0,1,1,0,0
58,21.208219178082192,12.0,2.0,294.0,0.0,0.0,3.3,1.0,6.0,0.0,33.0,53.0,466.0,54.0,33.0,15.0,3.0,51.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,10.0,1.0,1.0,0.0,107.0,107.0,13.0,15.0,9.0,71.0,2.0,6.0,15.0,9.0,21.0,5,0,0,0,1,0,0
59,33.43835616438356,6.0,4.0,305.0,1.0,0.0,3.4,1.0,6.0,0.0,42.0,58.0,543.0,115.0,37.0,14.0,2.0,54.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,82.0,82.0,4.0,8.0,3.0,62.0,2.0,1.0,4.0,0.0,5.0,15,0,0,0,1,0,0
60,24.534246575342465,14.0,14.0,1260.0,0.0,0.0,14.0,0.0,0.0,0.0,281.0,408.0,7548.0,5293.0,74.0,130.0,203.0,323.0,84.0,26.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,437.0,437.0,1.0,0.0,0.0,228.0,0.0,2.0,8.0,2.0,0.0,2,0,0,0,0,1,0
61,21.673972602739727,14.0,14.0,1245.0,4.0,0.0,13.8,2.0,3.0,0.0,866.0,940.0,15848.0,6021.0,343.0,503.0,74.0,922.0,18.0,18.0,0.0,0.0,1.0,0.0,22.0,12.0,11.0,2.0,7.0,9.0,39.0,3.0,1040.0,1040.0,5.0,8.0,3.0,719.0,10.0,3.0,120.0,19.0,13.0,2,2,0,1,0,0,0
62,25.13150684931507,14.0,14.0,1150.0,3.0,0.0,12.8,0.0,5.0,0.0,726.0,866.0,12495.0,4400.0,365.0,381.0,94.0,755.0,109.0,20.0,2.0,6.0,19.0,0.0,28.0,14.0,21.0,9.0,23.0,9.0,26.0,0.0,983.0,983.0,10.0,12.0,3.0,671.0,10.0,12.0,49.0,12.0,14.0,0,0,0,1,0,0,0
63,27.18082191780822,4.0,0.0,14.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,5.0,103.0,21.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4,1,0,1,0,0,0
64,25.945205479452056,7.0,7.0,559.0,0.0,0.0,6.2,0.0,5.0,0.0,368.0,421.0,5902.0,1734.0,196.0,187.0,25.0,382.0,38.0,7.0,0.0,0.0,11.0,0.0,14.0,6.0,6.0,8.0,3.0,6.0,10.0,1.0,470.0,470.0,3.0,5.0,6.0,312.0,0.0,2.0,43.0,10.0,3.0,15,0,0,1,0,0,0
65,25.473972602739725,12.0,3.0,354.0,0.0,0.0,3.9,0.0,5.0,0.0,180.0,241.0,3451.0,1163.0,80.0,109.0,40.0,212.0,27.0,1.0,0.0,1.0,7.0,0.0,6.0,2.0,3.0,1.0,4.0,6.0,12.0,0.0,281.0,281.0,1.0,5.0,0.0,176.0,2.0,3.0,17.0,0.0,6.0,14,4,0,1,0,0,0
66,24.054794520547944,11.0,4.0,410.0,1.0,0.0,4.6,0.0,1.0,0.0,236.0,285.0,4182.0,1456.0,109.0,135.0,32.0,241.0,43.0,4.0,1.0,2.0,4.0,0.0,13.0,9.0,7.0,1.0,3.0,11.0,12.0,0.0,332.0,332.0,2.0,3.0,3.0,197.0,5.0,3.0,27.0,7.0,9.0,7,0,0,1,0,0,0
67,31.235616438356164,2.0,0.0,29.0,0.0,0.0,0.3,0.0,0.0,0.0,19.0,24.0,257.0,54.0,10.0,10.0,3.0,23.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,27.0,27.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,13,0,0,1,0,0,0
68,29.45205479452055,11.0,11.0,959.0,1.0,0.0,10.7,2.0,12.0,0.0,623.0,719.0,10775.0,3446.0,312.0,295.0,85.0,697.0,19.0,10.0,3.0,6.0,1.0,0.0,23.0,14.0,9.0,9.0,7.0,14.0,19.0,1.0,826.0,826.0,15.0,12.0,8.0,588.0,10.0,5.0,86.0,13.0,11.0,9,1,0,0,0,0,1
69,30.375342465753423,3.0,1.0,95.0,0.0,0.0,1.1,0.0,0.0,0.0,54.0,56.0,944.0,179.0,23.0,26.0,5.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,0.0,48.0,1.0,0.0,10.0,0.0,1.0,7,1,0,0,0,0,1
70,30.161643835616438,14.0,14.0,1166.0,2.0,0.0,13.0,3.0,16.0,1.0,541.0,647.0,8818.0,2470.0,304.0,242.0,61.0,617.0,28.0,19.0,1.0,1.0,13.0,0.0,10.0,9.0,5.0,5.0,10.0,7.0,22.0,1.0,752.0,752.0,7.0,14.0,15.0,542.0,7.0,13.0,59.0,16.0,8.0,15,1,0,0,0,0,1
